age,agent,career_stats_career_assists,career_stats_career_goals,citizenship,club,market_value,national_caps,national_goals,position,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes,league,season_ga,market_value_bin
37,No Agent,88.0,235.0,Spain,Celta de Vigo,2000000.0,20.0,6.0,Centre-Forward,31.0,5.0,10.0,1801.0,laliga,15.0,1
32,YOU FIRST,33.0,0.0,Spain,CA Osasuna,3000000.0,0.0,0.0,Goalkeeper,39.0,0.0,0.0,3503.0,laliga,0.0,1
34,No Agent,25.0,0.0,Spain,CA Osasuna,700000.0,0.0,0.0,Goalkeeper,5.0,0.0,0.0,367.0,laliga,0.0,0
23,InterStarDeporte,8.0,7.0,Cameroon,CA Osasuna,20000000.0,0.0,0.0,Centre-Back,40.0,0.0,2.0,3528.0,laliga,2.0,3
24,No Agent,2.0,8.0,Spain,CA Osasuna,4000000.0,4.0,0.0,Centre-Back,23.0,0.0,2.0,1700.0,laliga,2.0,1
30,No Agent,12.0,16.0,Spain,CA Osasuna,3000000.0,0.0,0.0,Centre-Back,37.0,3.0,1.0,3201.0,laliga,4.0,1
32,No Agent,11.0,8.0,Spain,CA Osasuna,1500000.0,0.0,0.0,Left-Back,29.0,0.0,0.0,1686.0,laliga,0.0,0
24,No Agent,7.0,6.0,Spain,CA Osasuna,4000000.0,0.0,0.0,Left-Back,39.0,0.0,2.0,2351.0,laliga,2.0,1
25,LIAN Sports Group,22.0,1.0,Spain,CA Osasuna,12000000.0,2.0,0.0,Right-Back,40.0,4.0,0.0,3365.0,laliga,4.0,2
33,No Agent,3.0,18.0,Spain,CA Osasuna,800000.0,0.0,0.0,Centre-Back,5.0,0.0,0.0,245.0,laliga,0.0,0
26,No Agent,5.0,13.0,Spain,CA Osasuna,2000000.0,0.0,0.0,Central Midfield,32.0,1.0,1.0,1503.0,laliga,2.0,1
22,No Agent,2.0,7.0,Spain,CA Osasuna,3000000.0,2.0,0.0,Defensive Midfield,27.0,1.0,0.0,793.0,laliga,1.0,1
27,No Agent,13.0,8.0,Spain,CA Osasuna,7000000.0,1.0,0.0,Central Midfield,35.0,0.0,0.0,2339.0,laliga,0.0,2
33,No Agent,21.0,21.0,Spain,CA Osasuna,1200000.0,0.0,0.0,Right-Back,27.0,0.0,0.0,903.0,laliga,0.0,0
30,No Agent,8.0,12.0,Spain,CA Osasuna,3000000.0,3.0,0.0,Defensive Midfield,39.0,0.0,3.0,3263.0,laliga,3.0,1
30,InterStarDeporte,51.0,38.0,Spain,CA Osasuna,2000000.0,3.0,1.0,Left Winger,28.0,0.0,1.0,948.0,laliga,1.0,1
23,No Agent,9.0,20.0,Spain,CA Osasuna,12000000.0,3.0,1.0,Left Winger,28.0,6.0,1.0,1882.0,laliga,7.0,2
23,No Agent,12.0,25.0,Spain,CA Osasuna,15000000.0,6.0,0.0,Attacking Midfield,41.0,4.0,6.0,3254.0,laliga,10.0,2
31,No Agent,52.0,48.0,Spain,CA Osasuna,2000000.0,1.0,0.0,Right Winger,40.0,6.0,5.0,2676.0,laliga,11.0,1
30,C14 Sport,15.0,63.0,Spain,CA Osasuna,1500000.0,0.0,0.0,Left Winger,16.0,0.0,1.0,211.0,laliga,1.0,0
26,Top Sport Medium,13.0,0.0,Croatia,UD Las Palmas,1200000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,laliga,0.0,0
28,YOU FIRST,21.0,29.0,Spain,CA Osasuna,1500000.0,0.0,0.0,Right Winger,0.0,0.0,0.0,0.0,laliga,0.0,0
24,No Agent,13.0,54.0,Spain,CA Osasuna,3000000.0,0.0,0.0,Centre-Forward,0.0,0.0,0.0,0.0,laliga,0.0,1
36,SEG,6.0,0.0,Netherlands,UD Las Palmas,800000.0,65.0,0.0,Goalkeeper,27.0,0.0,0.0,2337.0,laliga,0.0,0
33,No Agent,39.0,158.0,Croatia,CA Osasuna,5000000.0,32.0,6.0,Centre-Forward,42.0,4.0,24.0,3249.0,laliga,28.0,1
23,No Agent,5.0,4.0,Spain,UD Las Palmas,10000000.0,5.0,0.0,Centre-Back,33.0,1.0,0.0,2624.0,laliga,1.0,2
28,Wasserman,6.0,10.0,Scotland,UD Las Palmas,4000000.0,42.0,1.0,Centre-Back,31.0,0.0,0.0,2562.0,laliga,0.0,1
21,Niagara Sports ...,0.0,3.0,Spain,UD Las Palmas,2500000.0,4.0,0.0,Centre-Back,22.0,0.0,1.0,1584.0,laliga,1.0,1
32,Wasserman,2.0,10.0,Spain,UD Las Palmas,1000000.0,0.0,0.0,Centre-Back,30.0,0.0,0.0,2469.0,laliga,0.0,0
25,Team Raiola,2.0,0.0,France,UD Las Palmas,2000000.0,2.0,0.0,Right-Back,8.0,0.0,0.0,394.0,laliga,0.0,1
30,No Agent,6.0,19.0,Spain,UD Las Palmas,1000000.0,0.0,0.0,Left-Back,22.0,0.0,3.0,1488.0,laliga,3.0,0
27,No Agent,18.0,9.0,Spain,UD Las Palmas,2000000.0,0.0,0.0,Right-Back,30.0,2.0,0.0,2013.0,laliga,2.0,1
24,No Agent,11.0,7.0,Spain,UD Las Palmas,1200000.0,1.0,0.0,Right-Back,25.0,0.0,0.0,1182.0,laliga,0.0,0
20,ROOF,3.0,5.0,Spain,UD Las Palmas,9000000.0,5.0,0.0,Defensive Midfield,0.0,0.0,0.0,0.0,laliga,0.0,2
30,No Agent,24.0,21.0,Spain,UD Las Palmas,2000000.0,0.0,0.0,Central Midfield,38.0,3.0,1.0,2769.0,laliga,4.0,1
24,2SAgency,0.0,0.0,France,UD Las Palmas,1200000.0,1.0,0.0,Central Midfield,20.0,0.0,0.0,831.0,laliga,0.0,0
32,No Agent,45.0,27.0,Spain,UD Las Palmas,900000.0,1.0,0.0,Central Midfield,26.0,3.0,0.0,1220.0,laliga,3.0,0
21,BOIM FOOTBALL ...,14.0,13.0,Spain,UD Las Palmas,25000000.0,13.0,0.0,Left Winger,36.0,1.0,6.0,2773.0,laliga,7.0,3
27,No Agent,32.0,46.0,Spain,UD Las Palmas,1500000.0,0.0,0.0,Left Winger,31.0,4.0,3.0,1186.0,laliga,7.0,0
29,Wasserman,15.0,18.0,Spain,UD Las Palmas,1000000.0,0.0,0.0,Attacking Midfield,22.0,3.0,0.0,1832.0,laliga,3.0,0
29,No Agent,11.0,14.0,Spain,UD Las Palmas,700000.0,0.0,0.0,Left Winger,21.0,0.0,0.0,610.0,laliga,0.0,0
30,AS1,49.0,44.0,Belgium,UD Las Palmas,1200000.0,15.0,1.0,Right Winger,20.0,1.0,2.0,664.0,laliga,3.0,0
29,CAA Stellar,31.0,111.0,Scotland,UD Las Palmas,2500000.0,17.0,0.0,Centre-Forward,35.0,6.0,5.0,1929.0,laliga,11.0,1
22,No Agent,21.0,48.0,Portugal,UD Las Palmas,20000000.0,0.0,0.0,Centre-Forward,25.0,3.0,10.0,1954.0,laliga,13.0,3
29,Wasserman,29.0,69.0,Spain,UD Las Palmas,2500000.0,7.0,1.0,Centre-Forward,32.0,4.0,9.0,2120.0,laliga,13.0,1
26,SPORT INVEST,6.0,0.0,Republic,Getafe,2000000.0,0.0,0.0,Goalkeeper,5.0,0.0,0.0,510.0,laliga,0.0,1
32,AS1,23.0,0.0,Spain,Getafe,3000000.0,0.0,0.0,Goalkeeper,38.0,0.0,0.0,3420.0,laliga,0.0,1
36,No Agent,36.0,154.0,Spain,UD Las Palmas,400000.0,1.0,0.0,Centre-Forward,33.0,0.0,4.0,773.0,laliga,4.0,0
29,No Agent,23.0,44.0,Spain,UD Las Palmas,800000.0,0.0,0.0,Centre-Forward,14.0,1.0,1.0,273.0,laliga,2.0,0
28,No Agent,4.0,9.0,Paraguay,Getafe,8000000.0,27.0,3.0,Centre-Back,36.0,0.0,1.0,3073.0,laliga,1.0,2
33,No Agent,7.0,2.0,Togo,Getafe,1800000.0,84.0,0.0,Centre-Back,35.0,0.0,0.0,2752.0,laliga,0.0,1
32,InterStarDeporte,34.0,22.0,Spain,Getafe,2000000.0,11.0,1.0,Left-Back,27.0,2.0,0.0,1132.0,laliga,2.0,1
30,ROOF,3.0,15.0,Portugal,Getafe,800000.0,3.0,0.0,Centre-Back,27.0,0.0,1.0,2344.0,laliga,1.0,0
26,No Agent,1.0,4.0,Spain,Getafe,1500000.0,6.0,0.0,Centre-Back,21.0,0.0,0.0,1241.0,laliga,0.0,0
32,No Agent,30.0,11.0,Spain,Getafe,1200000.0,0.0,0.0,Left-Back,35.0,3.0,0.0,3030.0,laliga,3.0,0
37,No Agent,19.0,9.0,Cameroon,Getafe,300000.0,17.0,0.0,Right-Back,22.0,2.0,1.0,910.0,laliga,3.0,0
26,ADM PRO,6.0,1.0,Spain,Getafe,3500000.0,0.0,0.0,Right-Back,0.0,0.0,0.0,0.0,laliga,0.0,1
20,No Agent,1.0,0.0,Morocco,Getafe CF B,150000.0,0.0,0.0,Right-Back,34.0,0.0,0.0,2036.0,laliga,0.0,0
29,No Agent,15.0,17.0,Uruguay,Getafe,12000000.0,12.0,0.0,Central Midfield,37.0,0.0,10.0,2864.0,laliga,10.0,2
30,AS1,0.0,0.0,Spain,Getafe,3500000.0,0.0,0.0,Central Midfield,36.0,4.0,1.0,3141.0,laliga,5.0,1
21,LEADERBROCK,0.0,2.0,Spain,Getafe,900000.0,2.0,0.0,Central Midfield,24.0,0.0,0.0,677.0,laliga,0.0,0
24,No Agent,6.0,6.0,Spain,Getafe,4000000.0,0.0,0.0,Central Midfield,0.0,0.0,0.0,0.0,laliga,0.0,1
22,PINTEX SPORTS AGENCY,9.0,4.0,Nigeria,Getafe,15000000.0,2.0,0.0,Attacking Midfield,38.0,7.0,4.0,2844.0,laliga,11.0,2
19,No Agent,1.0,0.0,Spain,Getafe CF B,200000.0,0.0,0.0,Attacking Midfield,14.0,1.0,0.0,266.0,laliga,1.0,0
32,No Agent,25.0,87.0,Spain,Getafe,2000000.0,1.0,0.0,Left Winger,33.0,0.0,2.0,1313.0,laliga,2.0,1
22,Wasserman,3.0,4.0,Spain,Getafe,3000000.0,0.0,0.0,Left Winger,32.0,3.0,4.0,1859.0,laliga,7.0,1
27,No Agent,28.0,44.0,Spain,Getafe,2000000.0,0.0,0.0,Right Winger,30.0,0.0,3.0,1580.0,laliga,3.0,1
26,LEADERBROCK,10.0,5.0,Spain,Getafe,2500000.0,0.0,0.0,Right Winger,24.0,1.0,0.0,1277.0,laliga,1.0,1
20,Footfeel ISM,11.0,25.0,Uruguay,Getafe,2500000.0,8.0,5.0,Centre-Forward,26.0,1.0,3.0,1060.0,laliga,4.0,1
22,No Agent,18.0,16.0,Republic,Getafe,1200000.0,4.0,1.0,Right Winger,21.0,0.0,1.0,729.0,laliga,1.0,0
28,Stars & Friends,8.0,0.0,Slovakia,RCD Mallorca,6000000.0,5.0,0.0,Goalkeeper,32.0,0.0,0.0,2880.0,laliga,0.0,2
22,FutureBall,7.0,20.0,Türkiye,Getafe,2000000.0,5.0,2.0,Centre-Forward,27.0,1.0,3.0,1420.0,laliga,4.0,1
28,Footfeel ISM,26.0,111.0,Spain,Getafe,7500000.0,31.0,16.0,Centre-Forward,27.0,1.0,6.0,1191.0,laliga,7.0,2
29,No Agent,3.0,11.0,Slovakia,RCD Mallorca,6000000.0,13.0,0.0,Centre-Back,33.0,0.0,3.0,2945.0,laliga,3.0,2
24,No Agent,6.0,0.0,Spain,RCD Mallorca,5000000.0,2.0,0.0,Goalkeeper,8.0,0.0,0.0,720.0,laliga,0.0,1
25,YOU FIRST,3.0,3.0,Spain,RCD Mallorca,3000000.0,0.0,0.0,Centre-Back,27.0,0.0,0.0,1669.0,laliga,0.0,1
41,No Agent,49.0,0.0,Spain,RCD Mallorca,100000.0,3.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,laliga,0.0,0
33,AS1,9.0,24.0,Spain,RCD Mallorca,1800000.0,0.0,0.0,Centre-Back,37.0,0.0,2.0,3243.0,laliga,2.0,1
32,LF Sport Management,34.0,14.0,Colombia,RCD Mallorca,2000000.0,38.0,1.0,Left-Back,37.0,2.0,1.0,2843.0,laliga,3.0,1
27,AS1,28.0,8.0,Argentina,RCD Mallorca,5000000.0,0.0,0.0,Right-Back,0.0,0.0,0.0,0.0,laliga,0.0,1
22,LIAN Sports Group,1.0,1.0,Spain,RCD Mallorca,500000.0,0.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,laliga,0.0,0
27,No Agent,9.0,5.0,Spain,RCD Mallorca,1800000.0,5.0,0.0,Left-Back,15.0,0.0,0.0,708.0,laliga,0.0,1
25,Goal Management,7.0,0.0,Spain,RCD Mallorca,800000.0,0.0,0.0,Right-Back,0.0,0.0,0.0,0.0,laliga,0.0,0
32,LEADERBROCK,14.0,14.0,Guinea,RCD Mallorca,900000.0,4.0,0.0,Defensive Midfield,34.0,0.0,1.0,2155.0,laliga,1.0,0
24,Gestifute,8.0,5.0,Portugal,RCD Mallorca,15000000.0,2.0,0.0,Defensive Midfield,33.0,2.0,0.0,2675.0,laliga,2.0,2
31,LIAN Sports Group,47.0,40.0,Spain,RCD Mallorca,4000000.0,4.0,0.0,Central Midfield,40.0,6.0,2.0,2879.0,laliga,8.0,1
26,Goal Management,11.0,7.0,Spain,RCD Mallorca,2500000.0,1.0,0.0,Central Midfield,0.0,0.0,0.0,0.0,laliga,0.0,1
28,LIAN Sports Group,7.0,13.0,Spain,RCD Mallorca,2500000.0,0.0,0.0,Central Midfield,34.0,0.0,0.0,1432.0,laliga,0.0,1
23,No Agent,13.0,22.0,Spain,RCD Mallorca,6000000.0,9.0,3.0,Attacking Midfield,25.0,0.0,1.0,1396.0,laliga,1.0,2
37,No Agent,45.0,60.0,Spain,RCD Mallorca,800000.0,0.0,0.0,Attacking Midfield,0.0,0.0,0.0,0.0,laliga,0.0,0
25,Unique Sports Group,0.0,0.0,Spain,RCD Mallorca,2000000.0,0.0,0.0,Right Winger,19.0,0.0,2.0,361.0,laliga,2.0,1
25,No Agent,18.0,25.0,Portugal,RCD Mallorca,2000000.0,1.0,0.0,Left Winger,11.0,0.0,0.0,252.0,laliga,0.0,1
30,JEB ENTERTAINMENT ...,44.0,80.0,Japan,RCD Mallorca,2500000.0,53.0,9.0,Right Winger,23.0,1.0,2.0,1144.0,laliga,3.0,1
31,FutureBall,36.0,118.0,Kosovo,RCD Mallorca,5000000.0,56.0,28.0,Centre-Forward,31.0,2.0,7.0,2181.0,laliga,9.0,1
30,Axia Sports ...,35.0,115.0,Canada,RCD Mallorca,3500000.0,83.0,30.0,Centre-Forward,34.0,2.0,7.0,1866.0,laliga,9.0,1
32,No Agent,17.0,116.0,Spain,RCD Mallorca,1200000.0,0.0,0.0,Centre-Forward,26.0,0.0,2.0,513.0,laliga,2.0,0
28,Wasserman,23.0,0.0,Spain,Alavés,6000000.0,10.0,0.0,Goalkeeper,33.0,0.0,0.0,2932.0,laliga,0.0,2
24,Wasserman,2.0,0.0,Guinea,Alavés,900000.0,0.0,0.0,Goalkeeper,7.0,0.0,0.0,576.0,laliga,0.0,0
18,No Agent,3.0,9.0,Spain,RCD Mallorca B,500000.0,0.0,0.0,Centre-Forward,36.0,3.0,9.0,2466.0,laliga,12.0,0
25,MSG Team,1.0,3.0,Malaysia,Alavés,2000000.0,1.0,0.0,Centre-Back,10.0,0.0,0.0,675.0,laliga,0.0,1
23,No Agent,1.0,1.0,Uruguay,Alavés,3000000.0,0.0,0.0,Centre-Back,27.0,1.0,0.0,2058.0,laliga,1.0,1
26,11MANGMT,2.0,1.0,Morocco,Alavés,7500000.0,3.0,0.0,Centre-Back,29.0,1.0,0.0,2467.0,laliga,1.0,2
24,InterStarDeporte,7.0,0.0,Argentina,Alavés,200000.0,2.0,0.0,Goalkeeper,2.0,0.0,0.0,121.0,laliga,0.0,0
23,No Agent,0.0,2.0,Spain,Alavés,1200000.0,0.0,0.0,Centre-Back,13.0,0.0,0.0,856.0,laliga,0.0,0
33,MIV GESTFUT,1.0,17.0,Serbia,Alavés,300000.0,2.0,0.0,Centre-Back,10.0,0.0,0.0,714.0,laliga,0.0,0
24,No Agent,6.0,1.0,Mali,Alavés,1800000.0,4.0,0.0,Centre-Back,27.0,0.0,0.0,1953.0,laliga,0.0,1
29,Universal Twenty Two,14.0,15.0,Argentina,Alavés,3000000.0,0.0,0.0,Right-Back,35.0,1.0,2.0,3007.0,laliga,3.0,1
24,LIAN Sports Group,19.0,2.0,Spain,Alavés,6000000.0,0.0,0.0,Left-Back,34.0,0.0,1.0,2760.0,laliga,1.0,2
24,No Agent,6.0,2.0,Spain,Alavés,10000000.0,0.0,0.0,Defensive Midfield,37.0,1.0,0.0,2841.0,laliga,1.0,2
22,ROOF,15.0,16.0,Spain,Alavés,1500000.0,13.0,1.0,Right-Back,5.0,0.0,0.0,234.0,laliga,0.0,0
27,No Agent,6.0,16.0,Uruguay,Alavés,1200000.0,5.0,0.0,Defensive Midfield,0.0,0.0,0.0,0.0,laliga,0.0,0
27,YOU FIRST,4.0,4.0,Spain,Alavés,3500000.0,0.0,0.0,Central Midfield,35.0,1.0,0.0,2019.0,laliga,1.0,1
30,No Agent,17.0,23.0,Spain,Alavés,3000000.0,0.0,0.0,Central Midfield,34.0,1.0,3.0,2152.0,laliga,4.0,1
30,LEADERBROCK,27.0,39.0,Spain,Alavés,2500000.0,0.0,0.0,Central Midfield,27.0,2.0,5.0,1624.0,laliga,7.0,1
27,No Agent,30.0,34.0,Spain,Alavés,2500000.0,3.0,0.0,Central Midfield,25.0,2.0,0.0,1606.0,laliga,2.0,1
26,No Agent,31.0,34.0,Spain,Alavés,10000000.0,0.0,0.0,Right Winger,38.0,6.0,5.0,3175.0,laliga,11.0,2
27,LEADERBROCK,22.0,85.0,Spain,Alavés,2500000.0,2.0,0.0,Centre-Forward,31.0,0.0,4.0,1108.0,laliga,4.0,1
27,No Agent,21.0,23.0,Argentina,Alavés,1800000.0,0.0,0.0,Left Winger,24.0,0.0,1.0,977.0,laliga,1.0,1
27,UNIQUE DIMENSION,27.0,70.0,Spain,Alavés,1200000.0,1.0,0.0,Centre-Forward,18.0,1.0,1.0,445.0,laliga,2.0,0
35,No Agent,26.0,140.0,Spain,Alavés,900000.0,0.0,0.0,Centre-Forward,36.0,0.0,15.0,2620.0,laliga,15.0,0
20,B1G Talent,2.0,4.0,Spain,Alavés,800000.0,0.0,0.0,Centre-Forward,29.0,2.0,4.0,1256.0,laliga,6.0,0
29,Hernan Berman,34.0,0.0,Argentina,Rayo Vallecano,6000000.0,13.0,0.0,Goalkeeper,32.0,0.0,0.0,2880.0,laliga,0.0,2
28,Niagara Sports ...,14.0,0.0,Spain,Rayo Vallecano,1800000.0,0.0,0.0,Goalkeeper,10.0,0.0,0.0,900.0,laliga,0.0,1
27,No Agent,1.0,5.0,Ghana,Rayo Vallecano,5000000.0,2.0,0.0,Centre-Back,25.0,1.0,2.0,2110.0,laliga,3.0,1
34,Wasserman,11.0,26.0,France,Rayo Vallecano,2500000.0,7.0,1.0,Centre-Back,0.0,0.0,0.0,0.0,laliga,0.0,1
22,No Agent,0.0,2.0,Spain,Rayo Vallecano,500000.0,0.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,laliga,0.0,0
36,No Agent,3.0,10.0,Spain,Rayo Vallecano,300000.0,0.0,0.0,Centre-Back,18.0,0.0,0.0,1356.0,laliga,0.0,0
27,AS1,9.0,5.0,Spain,Rayo Vallecano,5000000.0,0.0,0.0,Left-Back,36.0,1.0,0.0,2603.0,laliga,1.0,1
33,GBG Global Business ...,30.0,9.0,Uruguay,Rayo Vallecano,1200000.0,0.0,0.0,Left-Back,19.0,2.0,1.0,1078.0,laliga,3.0,0
27,LEADERBROCK,10.0,6.0,Romania,Rayo Vallecano,12000000.0,29.0,1.0,Right-Back,36.0,3.0,2.0,3085.0,laliga,5.0,2
33,No Agent,22.0,4.0,Albania,Rayo Vallecano,1400000.0,20.0,0.0,Right-Back,29.0,0.0,0.0,1523.0,laliga,0.0,0
27,Wasserman,21.0,32.0,Spain,Rayo Vallecano,3000000.0,0.0,0.0,Central Midfield,29.0,0.0,4.0,1450.0,laliga,4.0,1
30,No Agent,33.0,20.0,Spain,Rayo Vallecano,1500000.0,0.0,0.0,Defensive Midfield,25.0,2.0,0.0,1042.0,laliga,2.0,0
30,No Agent,4.0,5.0,Spain,Rayo Vallecano,2500000.0,0.0,0.0,Central Midfield,36.0,0.0,0.0,2009.0,laliga,0.0,1
29,No Agent,23.0,20.0,Spain,Rayo Vallecano,2500000.0,0.0,0.0,Central Midfield,34.0,1.0,3.0,1770.0,laliga,4.0,1
31,No Agent,9.0,21.0,Senegal,Rayo Vallecano,2000000.0,17.0,0.0,Central Midfield,35.0,2.0,4.0,2259.0,laliga,6.0,1
26,No Agent,18.0,21.0,Spain,Rayo Vallecano,800000.0,3.0,0.0,Attacking Midfield,1.0,1.0,0.0,27.0,laliga,1.0,0
27,No Agent,8.0,32.0,Angola,Rayo Vallecano,1500000.0,8.0,1.0,Attacking Midfield,28.0,0.0,3.0,1356.0,laliga,3.0,0
37,Eleven Talent Group,55.0,78.0,Argentina,Rayo Vallecano,500000.0,0.0,0.0,Attacking Midfield,0.0,0.0,0.0,0.0,laliga,0.0,0
32,YOU FIRST,51.0,71.0,Spain,Rayo Vallecano,2000000.0,0.0,0.0,Left Winger,37.0,5.0,4.0,2647.0,laliga,9.0,1
28,Niagara Sports ...,36.0,42.0,Spain,Rayo Vallecano,4000000.0,0.0,0.0,Right Winger,39.0,3.0,8.0,2664.0,laliga,11.0,1
24,No Agent,13.0,51.0,Spain,Rayo Vallecano,3000000.0,2.0,2.0,Centre-Forward,25.0,2.0,3.0,1236.0,laliga,5.0,1
30,No Agent,28.0,57.0,Spain,Rayo Vallecano,3500000.0,0.0,0.0,Second Striker,38.0,5.0,4.0,2227.0,laliga,9.0,1
33,No Agent,68.0,53.0,Spain,Rayo Vallecano,1200000.0,0.0,0.0,Right Winger,39.0,1.0,2.0,1788.0,laliga,3.0,0
30,AS1,24.0,137.0,Spain,Rayo Vallecano,700000.0,4.0,0.0,Centre-Forward,3.0,0.0,2.0,110.0,laliga,2.0,0
28,RR-Soccer ...,5.0,9.0,Spain,CD Leganés,1500000.0,4.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,laliga,0.0,0
33,No Agent,20.0,1.0,Serbia,CD Leganés,800000.0,19.0,0.0,Goalkeeper,32.0,0.0,0.0,2880.0,laliga,0.0,0
27,RR-Soccer ...,22.0,0.0,Spain,CD Leganés,1000000.0,1.0,0.0,Goalkeeper,11.0,0.0,0.0,1020.0,laliga,0.0,0
34,No Agent,20.0,90.0,Spain,Rayo Vallecano,500000.0,0.0,0.0,Centre-Forward,19.0,0.0,1.0,506.0,laliga,1.0,0
33,No Agent,4.0,16.0,Spain,CD Leganés,800000.0,0.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,laliga,0.0,0
32,ARGENTUM SPORT,79.0,18.0,Croatia,CD Leganés,800000.0,35.0,1.0,Left-Back,16.0,1.0,0.0,392.0,laliga,1.0,0
27,Wasserman,8.0,17.0,Spain,CD Leganés,2500000.0,0.0,0.0,Left-Back,36.0,1.0,3.0,2720.0,laliga,4.0,1
32,LIAN Sports Group,2.0,8.0,Serbia,CD Leganés,800000.0,34.0,0.0,Centre-Back,29.0,0.0,1.0,2382.0,laliga,1.0,0
28,AC Talent,9.0,12.0,Spain,CD Leganés,1500000.0,0.0,0.0,Left-Back,13.0,0.0,1.0,640.0,laliga,1.0,0
28,No Agent,27.0,7.0,France,CD Leganés,3000000.0,7.0,0.0,Right-Back,0.0,0.0,0.0,0.0,laliga,0.0,1
24,IGdreamsfootball,5.0,3.0,Spain,CD Leganés,1500000.0,0.0,0.0,Right-Back,26.0,1.0,1.0,1939.0,laliga,2.0,0
28,No Agent,4.0,6.0,Cameroon,CD Leganés,3000000.0,0.0,0.0,Defensive Midfield,33.0,1.0,1.0,2467.0,laliga,2.0,1
27,DCGLOBALSL,2.0,4.0,Argentina,CD Leganés,500000.0,0.0,0.0,Defensive Midfield,18.0,1.0,0.0,466.0,laliga,1.0,0
29,No Agent,7.0,12.0,Peru,CD Leganés,2000000.0,91.0,5.0,Defensive Midfield,37.0,0.0,1.0,2622.0,laliga,1.0,1
24,ROOF,6.0,12.0,Guinea,CD Leganés,3000000.0,0.0,0.0,Central Midfield,37.0,1.0,3.0,2686.0,laliga,4.0,1
26,Wasserman,27.0,35.0,Spain,CD Leganés,2000000.0,2.0,0.0,Attacking Midfield,32.0,5.0,1.0,1541.0,laliga,6.0,1
33,No Agent,29.0,23.0,Serbia,CD Leganés,500000.0,3.0,0.0,Central Midfield,34.0,3.0,1.0,1952.0,laliga,4.0,0
25,No Agent,30.0,36.0,Spain,CD Leganés,1000000.0,3.0,2.0,Attacking Midfield,17.0,1.0,0.0,655.0,laliga,1.0,0
25,AS1,8.0,26.0,Spain,CD Leganés,5000000.0,1.0,0.0,Left Winger,39.0,5.0,8.0,2638.0,laliga,13.0,1
25,No Agent,21.0,56.0,Verde,CD Leganés,1000000.0,5.0,0.0,Left Winger,31.0,2.0,2.0,1245.0,laliga,4.0,0
29,No Agent,28.0,40.0,Spain,CD Leganés,2500000.0,0.0,0.0,Right Winger,0.0,0.0,0.0,0.0,laliga,0.0,1
29,LIAN Sports Group,35.0,95.0,Morocco,CD Leganés,1500000.0,11.0,2.0,Right Winger,29.0,0.0,7.0,1195.0,laliga,7.0,0
18,No Agent,1.0,2.0,d'Ivoire,CD Leganés,1500000.0,0.0,0.0,Left Winger,10.0,1.0,2.0,542.0,laliga,3.0,0
25,No Agent,17.0,51.0,Spain,CD Leganés,2000000.0,1.0,1.0,Centre-Forward,38.0,3.0,2.0,1805.0,laliga,5.0,1
25,YOU FIRST,2.0,37.0,Spain,CD Leganés,1500000.0,0.0,0.0,Centre-Forward,32.0,1.0,4.0,1469.0,laliga,5.0,0
23,Wasserman,2.0,0.0,Estonia,Real Valladolid,3000000.0,39.0,0.0,Goalkeeper,32.0,0.0,0.0,2835.0,laliga,0.0,1
29,No Agent,13.0,0.0,Portugal,Real Valladolid,700000.0,0.0,0.0,Goalkeeper,9.0,0.0,0.0,795.0,laliga,0.0,0
22,No Agent,2.0,0.0,Spain,Real Valladolid,1500000.0,1.0,0.0,Centre-Back,21.0,1.0,0.0,1686.0,laliga,1.0,0
27,Wasserman,5.0,19.0,Switzerland,Real Valladolid,2000000.0,18.0,0.0,Centre-Back,28.0,0.0,0.0,1961.0,laliga,0.0,1
24,SEG,2.0,3.0,Türkiye,Real Valladolid,1200000.0,9.0,0.0,Centre-Back,12.0,0.0,0.0,846.0,laliga,0.0,0
28,LEADERBROCK,3.0,14.0,Spain,Real Valladolid,1500000.0,0.0,0.0,Centre-Back,26.0,0.0,2.0,2087.0,laliga,2.0,0
29,No Agent,2.0,12.0,Ghana,Real Valladolid,1200000.0,17.0,0.0,Centre-Back,11.0,0.0,0.0,744.0,laliga,0.0,0
30,No Agent,14.0,2.0,Spain,Real Valladolid,1400000.0,0.0,0.0,Right-Back,33.0,0.0,0.0,2696.0,laliga,0.0,0
31,Carlos Leite,8.0,2.0,Brazil,Real Valladolid,500000.0,0.0,0.0,Left-Back,5.0,0.0,0.0,354.0,laliga,0.0,0
29,YOU FIRST,56.0,77.0,Austria,Real Valladolid,2000000.0,53.0,1.0,Defensive Midfield,0.0,0.0,0.0,0.0,laliga,0.0,1
25,No Agent,15.0,8.0,Italy,Real Valladolid,1800000.0,0.0,0.0,Right-Back,0.0,0.0,0.0,0.0,laliga,0.0,1
28,No Agent,10.0,19.0,Croatia,Real Valladolid,1200000.0,0.0,0.0,Defensive Midfield,28.0,0.0,0.0,1873.0,laliga,0.0,0
